epoch,loss,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error
21,0.17323356866836548,76.8110122680664,0.17323356866836548,0.41621336340904236,0.20293666422367096,77.0341567993164,0.20293666422367096,0.4504849314689636
22,0.17302227020263672,75.7217025756836,0.17302227020263672,0.4159594476222992,0.20394955575466156,81.55390167236328,0.20394955575466156,0.45160773396492004
23,0.17320743203163147,75.66493225097656,0.17320743203163147,0.4161819815635681,0.20414863526821136,80.35050964355469,0.20414863526821136,0.45182809233665466
24,0.17324335873126984,76.89237213134766,0.17324335873126984,0.4162251353263855,0.2022513449192047,76.98338317871094,0.2022513449192047,0.44972363114356995
25,0.1729573756456375,76.38782501220703,0.1729573756456375,0.4158814549446106,0.2052873820066452,70.06370544433594,0.2052873820066452,0.4530864953994751
26,0.17299622297286987,75.51580047607422,0.17299622297286987,0.4159281551837921,0.20307834446430206,78.67715454101562,0.20307832956314087,0.4506421387195587
27,0.17262722551822662,76.02608489990234,0.17262722551822662,0.41548433899879456,0.2038644552230835,75.91041564941406,0.2038644552230835,0.45151352882385254
28,0.17273403704166412,75.61830139160156,0.17273403704166412,0.4156128466129303,0.20403903722763062,74.53919219970703,0.20403903722763062,0.45170679688453674
29,0.17278215289115906,77.05741119384766,0.17278215289115906,0.4156707227230072,0.1995023638010025,74.61185455322266,0.1995023638010025,0.44665688276290894
30,0.17236250638961792,75.57703399658203,0.17236250638961792,0.41516563296318054,0.2032187283039093,77.34651947021484,0.2032187283039093,0.4507978856563568
31,0.1725238710641861,75.87564849853516,0.1725238710641861,0.4153599441051483,0.20323306322097778,77.99393463134766,0.20323306322097778,0.45081377029418945
32,0.17263570427894592,76.46123504638672,0.17263570427894592,0.41549453139305115,0.20372921228408813,75.87980651855469,0.20372922718524933,0.451363742351532
33,0.17266227304935455,75.31790161132812,0.17266228795051575,0.41552650928497314,0.20229819416999817,82.6790771484375,0.20229817926883698,0.44977569580078125
34,0.1722956895828247,76.16935729980469,0.1722956895828247,0.41508516669273376,0.1848049908876419,78.96392059326172,0.1848049908876419,0.4298895001411438
35,0.17251372337341309,76.45732116699219,0.17251372337341309,0.41534772515296936,0.20238861441612244,74.91548156738281,0.20238861441612244,0.44987621903419495
36,0.17237770557403564,75.3547592163086,0.17237770557403564,0.4151839315891266,0.20376291871070862,77.7615737915039,0.20376291871070862,0.4514010548591614
37,0.17251354455947876,75.92259216308594,0.17251354455947876,0.41534748673439026,0.20344215631484985,78.28518676757812,0.20344217121601105,0.4510456323623657
38,0.172140970826149,74.97096252441406,0.172140970826149,0.41489875316619873,0.20358289778232574,84.61768341064453,0.20358289778232574,0.4512016177177429
39,0.17251545190811157,77.2940444946289,0.17251545190811157,0.4153497815132141,0.2042006403207779,75.70268249511719,0.2042006403207779,0.4518856406211853
40,0.17232726514339447,75.56423950195312,0.17232728004455566,0.41512322425842285,0.19934877753257751,79.76410675048828,0.19934877753257751,0.44648492336273193
41,0.17263832688331604,76.41089630126953,0.17263832688331604,0.41549769043922424,0.20355141162872314,77.53406524658203,0.20355141162872314,0.45116671919822693
42,0.17191115021705627,75.49788665771484,0.17191115021705627,0.4146216809749603,0.20368291437625885,76.88276672363281,0.20368291437625885,0.45131242275238037
43,0.172166109085083,76.51946258544922,0.172166109085083,0.41492903232574463,0.2038886994123459,75.71281433105469,0.2038886994123459,0.45154035091400146
44,0.17233970761299133,75.97706604003906,0.17233973741531372,0.41513821482658386,0.20327813923358917,76.806640625,0.20327813923358917,0.450863778591156
45,0.17196884751319885,75.51914978027344,0.17196884751319885,0.4146912693977356,0.20372934639453888,78.5269546508789,0.20372934639453888,0.45136386156082153
46,0.17244713008403778,75.75206756591797,0.17244713008403778,0.4152675271034241,0.20360016822814941,78.33467864990234,0.20360016822814941,0.4512207508087158
47,0.17246289551258087,75.6280288696289,0.17246289551258087,0.41528651118278503,0.20337118208408356,78.65856170654297,0.20337118208408356,0.4509669542312622
48,0.17209410667419434,75.97232818603516,0.17209410667419434,0.41484227776527405,0.20208482444286346,77.55159759521484,0.20208482444286346,0.4495384693145752
